PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
-0.26148457785591855,-1.2987773522923642,1,0,0
-0.6464536617389964,0.7394050300884093,0,0,0
0.7147988741749751,-0.6035706137180405,1,3,0
-0.5572906379063922,0.8969023916974872,0,2,1
-0.7877400071140207,-1.6797200111528665,1,3,0
-0.35292783690352825,-1.2965167652432465,1,3,0
2.916746140064103,-0.07942127513632974,2,1,1
0.44588706337563866,-1.1699217653141283,1,2,-1
1.293806395088447,-1.0727233569354846,2,1,1
-0.6115738621518848,1.6936196064565947,0,0,0
-0.7416577291022565,-0.5944444590673343,1,0,0
-2.4337733880088837,-1.1527309186673402,1,3,0
0.7102595799018808,-0.3393420706087865,2,1,1
-1.1382666687316856,0.9848800739540979,0,0,0
-2.4851392629524285,-0.889559356154892,1,2,1
5.45591210240135,0.8648019388659867,2,1,-1
0.5281086076911988,-1.5028274369999184,1,2,1
1.5949918703508792,-0.14395434329068008,2,1,1
-1.3614244877389747,-2.1886135172114556,1,2,1
-1.0691434505949844,0.1692041156951464,1,0,0
3.2719889394751385,-1.3143584338812302,2,1,1
5.11132539059597,-0.26302755442799675,2,1,-1
1.3755590488226854,1.231491285906649,0,0,0
-0.9560815281253503,0.3616447329788496,1,0,0
-0.8723885083194768,-1.0424909299686023,1,2,1
4.139797972219966,-0.992317138946281,2,1,-1
3.518901154760762,0.5386726349243566,2,1,1
0.01940255345437355,2.281057115851252,0,0,0
